OK;0;Centrale de La Serve;Libellé;Ad API;CE;Astreinte;Histo.;N° page;N° page;N° page;écri.;Automate;Val.API mini;Val. API maxi;Val. fin mini;Val. fin maxi;Unités;Nb  0.00;Lib.inactif;Lib.actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Ouverte;Fermée;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;ALARME;#
;;;;;;;;;;;;;;;;;;;Inactif;AUTO;#
;;;;;;;;;;;;;;;;;;;Inactif;MANU;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Inactif;Actif;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;;;Normal;DEFAUT;#
;;;;;;;;;;;;;;;;;m;2;;;#
;;;;;;;;;;;;;;;;;m;2;;;#
;;;;;;;;;;;;;;;;;m;2;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;V;;;;#
;;;;;;;;;;;;;;;;;Hz;1;;;#
;;;;;;;;;;;;;;;;;A;;;;#
;;;;;;;;;;;;;;;;;kW;;;;#
;;;;;;;;;;;;;;;;;kW;;;;#
;;;;;;;;;;;;;;;;;kVar;;;;#
;;;;;;;;;;;;;;;;;;2;;;#
;;;;;;;;;;;;;;;;;kWh;;;;#
;;;;;;;;;;;;;;;;;kVarh;;;;#
;;;;;;;;;;;;;;;;;;2;;;#
;;;;;;;;;;;;;;;;;m³/s;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;m³/s;1;;;#
;;;;;;;;;;;;;;;;;bars;1;;;#
;;;;;;;;;;;;;;;;;%;1;;;#
;;;;;;;;;;;;;;;;;tr/min;;;;#
;;;;;;;;;;;;;;;;;;;Ouvert;Fermé;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;%;1;;;#
;;;;;;;;;;;;;;;;;tr/min;;;;#
;;;;;;;;;;;;;;;;;;;Ouvert;Fermé;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;cm;0;;;#
;;;;;;;;;;;;;;;;;%;;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;;;inactif;ACTIF;#
;;;;;;;;;;;;;;;;;%;;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;;;inactif;ACTIF;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;bars;1;;;#
;;;;;;;;;;;;;;;;;l/h;1;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;mn;;;;#
;;;;;;;;;;;;;;;;;mn;;;;#
;;;;;;;;;;;;;;;;;;;inactif;ACTIF;#
;;;;;;;;;;;;;;;;;mn;;;;#
;;;;;;;;;;;;;;;;;mn;;;;#
;;;;;;;;;;;;;;;;;;;inactif;ACTIF;#
;;;;;;;;;;;;;;;;;Bars;1;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;Bars;1;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;°C;1;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;m³/s;2;;;#
;;;;;;;;;;;;;;;;;m³/s;2;;;#
;;;;;;;;;;;;;;;;;m³/s;2;;;#
;;;;;;;;;;;;;;;;;m³/s;2;;;#
;;;;;;;;;;;;;;;;;%;1;;;#
;;;;;;;;;;;;;;;;;%;1;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;MANU;AUTO;#
;;;;;;;;;;;;;;;;;;;NON;OUI;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;s;;;;#
;;;;;;;;;;;;;;;;;;;NON;OUI;#
;;;;;;;;;;;;;;;;;s;;;;#
;;;;;;;;;;;;;;;;;;;NON;OUI;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;m³/s;1;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;m³/s;1;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;cm;1;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;MANU;AUTO;#
;;;;;;;;;;;;;;;;;;;Inactif;ACTIF;#
;;;;;;;;;;;;;;;;;;;Inactif;ACTIF;#
;;;;;;;;;;;;;;;;;m;2;;;#
;;;;;;;;;;;;;;;;;°;1;;;#
;;;;;;;;;;;;;;;;;m;2;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;h;;;;#
;;;;;;;;;;;;;;;;;;;;;#
;;;;;;;;;;;;;;;;;;;;;#
